week,colour_group_name,sales_count
2019-01-21,Dark Yellow,1177
2019-01-21,Gold,2025
2019-01-21,Green,1025
2019-01-21,Greenish Khaki,4554
2019-01-21,Grey,11977
2019-01-21,Greyish Beige,333
2019-01-21,Light Beige,8274
2019-01-21,Light Blue,8023
2019-01-21,Light Green,229
2019-01-21,Light Grey,6178
2019-01-21,Light Orange,3030
2019-01-21,Light Pink,8813
2019-01-21,Light Purple,520
2019-01-21,Light Red,278
2019-01-21,Light Turquoise,925
2019-01-21,Light Yellow,1103
2019-01-21,Off White,4643
2019-01-21,Orange,1334
2019-01-21,Other,322
2019-01-21,Other Blue,54
2019-01-21,Other Green,12
2019-01-21,Other Orange,75
2019-01-21,Other Pink,564
2019-01-21,Other Purple,124
2019-01-21,Other Red,248
2019-01-21,Other Turquoise,4
2019-01-21,Other Yellow,155
2019-01-21,Pink,4580
2019-01-21,Purple,168
2019-01-21,Red,8698
2019-01-21,Silver,1230
2019-01-21,Transparent,91
2019-01-21,Turquoise,462
2019-01-21,Unknown,415
2019-01-21,White,22972
2019-01-21,Yellow,2614
2019-01-21,Yellowish Brown,3146
2019-01-28,Beige,8510
2019-01-28,Black,103812
2019-01-28,Blue,10656
2019-01-28,Bronze/Copper,102
2019-01-28,Dark Beige,2029
2019-01-28,Dark Blue,27336
2019-01-28,Dark Green,5544
2019-01-28,Dark Grey,7739
2019-01-28,Dark Orange,629
2019-01-28,Dark Pink,1680
2019-01-28,Dark Purple,870
2019-01-28,Dark Red,6614
2019-01-28,Dark Turquoise,1347
2019-01-28,Dark Yellow,1431
2019-01-28,Gold,1989
2019-01-28,Green,962
2019-01-28,Greenish Khaki,4849
2019-01-28,Grey,11139
2019-01-28,Greyish Beige,367
2019-01-28,Light Beige,7910
2019-01-28,Light Blue,8522
2019-01-28,Light Green,497
2019-01-28,Light Grey,6178
2019-01-28,Light Orange,2842
2019-01-28,Light Pink,8836
2019-01-28,Light Purple,554
2019-01-28,Light Red,315
2019-01-28,Light Turquoise,846
2019-01-28,Light Yellow,1483
2019-01-28,Off White,5081
2019-01-28,Orange,1237
2019-01-28,Other,259
2019-01-28,Other Blue,65
2019-01-28,Other Green,26
2019-01-28,Other Orange,104
2019-01-28,Other Pink,528
2019-01-28,Other Purple,157
2019-01-28,Other Red,247
2019-01-28,Other Turquoise,1
2019-01-28,Other Yellow,133
2019-01-28,Pink,4547
2019-01-28,Purple,216
2019-01-28,Red,8583
2019-01-28,Silver,1254
2019-01-28,Transparent,163
2019-01-28,Turquoise,514
2019-01-28,Unknown,236
2019-01-28,White,24222
2019-01-28,Yellow,2546
2019-01-28,Yellowish Brown,3104
2019-02-04,Beige,8653
2019-02-04,Black,94878
2019-02-04,Blue,11613
2019-02-04,Bronze/Copper,95
2019-02-04,Dark Beige,1608
2019-02-04,Dark Blue,24255
2019-02-04,Dark Green,5324
2019-02-04,Dark Grey,6884
2019-02-04,Dark Orange,651
2019-02-04,Dark Pink,1393
2019-02-04,Dark Purple,642
2019-02-04,Dark Red,5556
2019-02-04,Dark Turquoise,1138
2019-02-04,Dark Yellow,1733
2019-02-04,Gold,2031
2019-02-04,Green,721
2019-02-04,Greenish Khaki,4385
2019-02-04,Grey,8336
2019-02-04,Greyish Beige,318
2019-02-04,Light Beige,7344
2019-02-04,Light Blue,7687
2019-02-04,Light Green,413
2019-02-04,Light Grey,4536
2019-02-04,Light Orange,3133
2019-02-04,Light Pink,6949
2019-02-04,Light Purple,530
2019-02-04,Light Red,287
2019-02-04,Light Turquoise,639
2019-02-04,Light Yellow,1182
2019-02-04,Off White,4293
2019-02-04,Orange,1036
2019-02-04,Other,185
2019-02-04,Other Blue,69
2019-02-04,Other Green,23
2019-02-04,Other Orange,78
2019-02-04,Other Pink,640
2019-02-04,Other Purple,79
2019-02-04,Other Red,189
2019-02-04,Other Turquoise,2
2019-02-04,Other Yellow,566
2019-02-04,Pink,4026
2019-02-04,Purple,211
2019-02-04,Red,7712
2019-02-04,Silver,1220
2019-02-04,Transparent,125
2019-02-04,Turquoise,512
2019-02-04,Unknown,221
2019-02-04,White,21564
2019-02-04,Yellow,2569
2019-02-04,Yellowish Brown,2822
2019-02-11,Beige,7430
2019-02-11,Black,86079
2019-02-11,Blue,12413
2019-02-11,Bronze/Copper,89
2019-02-11,Dark Beige,1848
2019-02-11,Dark Blue,23173
2019-02-11,Dark Green,5508
2019-02-11,Dark Grey,6388
2019-02-11,Dark Orange,586
2019-02-11,Dark Pink,1257
2019-02-11,Dark Purple,510
2019-02-11,Dark Red,4491
2019-02-11,Dark Turquoise,852
2019-02-11,Dark Yellow,1563
2019-02-11,Gold,2110
2019-02-11,Green,907
2019-02-11,Greenish Khaki,5078
2019-02-11,Grey,7238
2019-02-11,Greyish Beige,189
2019-02-11,Light Beige,8204
2019-02-11,Light Blue,8139
2019-02-11,Light Green,376
2019-02-11,Light Grey,3913
2019-02-11,Light Orange,2840
2019-02-11,Light Pink,6527
2019-02-11,Light Purple,414
2019-02-11,Light Red,312
2019-02-11,Light Turquoise,584
2019-02-11,Light Yellow,988
2019-02-11,Off White,4408
2019-02-11,Orange,851
2019-02-11,Other,132
2019-02-11,Other Blue,48
2019-02-11,Other Green,20
2019-02-11,Other Orange,86
2019-02-11,Other Pink,648
2019-02-11,Other Purple,55
2019-02-11,Other Red,214
2019-02-11,Other Turquoise,3
2019-02-11,Other Yellow,690
2019-02-11,Pink,3472
2019-02-11,Purple,158
2019-02-11,Red,7406
2019-02-11,Silver,1176
2019-02-11,Transparent,97
2019-02-11,Turquoise,685
2019-02-11,Unknown,223
2019-02-11,White,23495
2019-02-11,Yellow,2598
2019-02-11,Yellowish Brown,2482
2019-02-18,Beige,9868
2019-02-18,Black,114480
2019-02-18,Blue,14965
2019-02-18,Bronze/Copper,113
2019-02-18,Dark Beige,2575
2019-02-18,Dark Blue,30328
2019-02-18,Dark Green,8061
2019-02-18,Dark Grey,8945
2019-02-18,Dark Orange,918
2019-02-18,Dark Pink,1759
2019-02-18,Dark Purple,677
2019-02-18,Dark Red,5364
2019-02-18,Dark Turquoise,1001
2019-02-18,Dark Yellow,2086
2019-02-18,Gold,2779
2019-02-18,Green,1594
2019-02-18,Greenish Khaki,9135
2019-02-18,Grey,9482
2019-02-18,Greyish Beige,245
2019-02-18,Light Beige,11763
2019-02-18,Light Blue,11901
2019-02-18,Light Green,479
2019-02-18,Light Grey,4826
2019-02-18,Light Orange,3761
2019-02-18,Light Pink,9380
2019-02-18,Light Purple,464
2019-02-18,Light Red,428
2019-02-18,Light Turquoise,871
2019-02-18,Light Yellow,1371
2019-02-18,Off White,7291
2019-02-18,Orange,1088
2019-02-18,Other,195
2019-02-18,Other Blue,85
2019-02-18,Other Green,39
2019-02-18,Other Orange,101
2019-02-18,Other Pink,744
2019-02-18,Other Purple,82
2019-02-18,Other Red,207
2019-02-18,Other Turquoise,11
2019-02-18,Other Yellow,245
2019-02-18,Pink,4924
2019-02-18,Purple,235
2019-02-18,Red,10296
2019-02-18,Silver,1699
2019-02-18,Transparent,145
2019-02-18,Turquoise,860
2019-02-18,Unknown,206
2019-02-18,White,36759
2019-02-18,Yellow,4187
2019-02-18,Yellowish Brown,3232
2019-02-25,Beige,9161
2019-02-25,Black,95940
2019-02-25,Blue,12579
2019-02-25,Bronze/Copper,140
2019-02-25,Dark Beige,2027
2019-02-25,Dark Blue,24119
2019-02-25,Dark Green,7281
2019-02-25,Dark Grey,6791
2019-02-25,Dark Orange,911
2019-02-25,Dark Pink,1556
2019-02-25,Dark Purple,530
2019-02-25,Dark Red,4172
2019-02-25,Dark Turquoise,880
2019-02-25,Dark Yellow,1563
2019-02-25,Gold,2363
2019-02-25,Green,1477
2019-02-25,Greenish Khaki,8776
2019-02-25,Grey,7103
2019-02-25,Greyish Beige,211
2019-02-25,Light Beige,10272
2019-02-25,Light Blue,9775
2019-02-25,Light Green,369
2019-02-25,Light Grey,3942
2019-02-25,Light Orange,3112
2019-02-25,Light Pink,7593
2019-02-25,Light Purple,346
2019-02-25,Light Red,352
2019-02-25,Light Turquoise,634
2019-02-25,Light Yellow,991
2019-02-25,Off White,6179
2019-02-25,Orange,875
2019-02-25,Other,160
2019-02-25,Other Blue,79
2019-02-25,Other Green,20
2019-02-25,Other Orange,70
2019-02-25,Other Pink,588
2019-02-25,Other Purple,103
2019-02-25,Other Red,167
2019-02-25,Other Turquoise,5
2019-02-25,Other Yellow,230
2019-02-25,Pink,4136
2019-02-25,Purple,141
2019-02-25,Red,8417
2019-02-25,Silver,1207
2019-02-25,Transparent,113
2019-02-25,Turquoise,717
2019-02-25,Unknown,195
2019-02-25,White,32222
2019-02-25,Yellow,3643
2019-02-25,Yellowish Brown,3223
2019-03-04,Beige,7735
2019-03-04,Black,95297
2019-03-04,Blue,12324
2019-03-04,Bronze/Copper,101
2019-03-04,Dark Beige,2004
2019-03-04,Dark Blue,23949
2019-03-04,Dark Green,7409
2019-03-04,Dark Grey,6170
2019-03-04,Dark Orange,1033
2019-03-04,Dark Pink,1442
2019-03-04,Dark Purple,552
2019-03-04,Dark Red,3811
2019-03-04,Dark Turquoise,804
2019-03-04,Dark Yellow,1293
2019-03-04,Gold,1800
2019-03-04,Green,1317
2019-03-04,Greenish Khaki,7367
2019-03-04,Grey,7004
2019-03-04,Greyish Beige,221
2019-03-04,Light Beige,9672
2019-03-04,Light Blue,10208
2019-03-04,Light Green,333
2019-03-04,Light Grey,4087
2019-03-04,Light Orange,2956
2019-03-04,Light Pink,7274
2019-03-04,Light Purple,437
2019-03-04,Light Red,374
2019-03-04,Light Turquoise,649
2019-03-04,Light Yellow,979
2019-03-04,Off White,6074
2019-03-04,Orange,978
2019-03-04,Other,215
2019-03-04,Other Blue,63
2019-03-04,Other Green,8
2019-03-04,Other Orange,105
2019-03-04,Other Pink,378
2019-03-04,Other Purple,93
2019-03-04,Other Red,203
2019-03-04,Other Turquoise,2
2019-03-04,Other Yellow,188
2019-03-04,Pink,4442
2019-03-04,Purple,229
2019-03-04,Red,8414
2019-03-04,Silver,974
2019-03-04,Transparent,90
2019-03-04,Turquoise,636
2019-03-04,Unknown,163
2019-03-04,White,30370
2019-03-04,Yellow,4333
2019-03-04,Yellowish Brown,2793
2019-03-11,Beige,7193
2019-03-11,Black,98445
2019-03-11,Blue,12680
2019-03-11,Bronze/Copper,66
2019-03-11,Dark Beige,1755
2019-03-11,Dark Blue,24135
2019-03-11,Dark Green,7497
2019-03-11,Dark Grey,5842
2019-03-11,Dark Orange,1446
2019-03-11,Dark Pink,1363
2019-03-11,Dark Purple,580
2019-03-11,Dark Red,4041
2019-03-11,Dark Turquoise,869
2019-03-11,Dark Yellow,1092
2019-03-11,Gold,1887
2019-03-11,Green,1319
2019-03-11,Greenish Khaki,7029
2019-03-11,Grey,6456
2019-03-11,Greyish Beige,296
2019-03-11,Light Beige,9684
2019-03-11,Light Blue,10876
2019-03-11,Light Green,546
2019-03-11,Light Grey,4081
2019-03-11,Light Orange,3049
2019-03-11,Light Pink,7814
2019-03-11,Light Purple,571
2019-03-11,Light Red,419
2019-03-11,Light Turquoise,723
2019-03-11,Light Yellow,1228
2019-03-11,Off White,5706
2019-03-11,Orange,910
2019-03-11,Other,167
2019-03-11,Other Blue,36
2019-03-11,Other Green,9
2019-03-11,Other Orange,98
2019-03-11,Other Pink,377
2019-03-11,Other Purple,109
2019-03-11,Other Red,191
2019-03-11,Other Turquoise,3
2019-03-11,Other Yellow,176
2019-03-11,Pink,4369
2019-03-11,Purple,215
2019-03-11,Red,9968
2019-03-11,Silver,826
2019-03-11,Transparent,100
2019-03-11,Turquoise,933
2019-03-11,Unknown,122
2019-03-11,White,31452
2019-03-11,Yellow,4424
2019-03-11,Yellowish Brown,2832
2019-03-18,Beige,7262
2019-03-18,Black,92529
2019-03-18,Blue,11712
2019-03-18,Bronze/Copper,64
2019-03-18,Dark Beige,1892
2019-03-18,Dark Blue,23877
2019-03-18,Dark Green,7126
2019-03-18,Dark Grey,5295
2019-03-18,Dark Orange,1922
2019-03-18,Dark Pink,1214
2019-03-18,Dark Purple,318
2019-03-18,Dark Red,3902
2019-03-18,Dark Turquoise,695
2019-03-18,Dark Yellow,1388
2019-03-18,Gold,1959
2019-03-18,Green,1347
2019-03-18,Greenish Khaki,6388
2019-03-18,Grey,5711
2019-03-18,Greyish Beige,293
2019-03-18,Light Beige,10262
2019-03-18,Light Blue,9949
2019-03-18,Light Green,1009
2019-03-18,Light Grey,3481
2019-03-18,Light Orange,2780
2019-03-18,Light Pink,7659
2019-03-18,Light Purple,428
2019-03-18,Light Red,330
2019-03-18,Light Turquoise,603
2019-03-18,Light Yellow,1114
2019-03-18,Off White,5568
2019-03-18,Orange,933
2019-03-18,Other,201
2019-03-18,Other Blue,62
2019-03-18,Other Green,4
2019-03-18,Other Orange,88
2019-03-18,Other Pink,274
2019-03-18,Other Purple,72
2019-03-18,Other Red,153
2019-03-18,Other Turquoise,12
2019-03-18,Other Yellow,158
2019-03-18,Pink,4503
2019-03-18,Purple,187
2019-03-18,Red,12001
2019-03-18,Silver,925
2019-03-18,Transparent,129
2019-03-18,Turquoise,1017
2019-03-18,Unknown,127
2019-03-18,White,32765
2019-03-18,Yellow,4523
2019-03-18,Yellowish Brown,2609
2019-03-25,Beige,7519
2019-03-25,Black,102371
2019-03-25,Blue,15079
2019-03-25,Bronze/Copper,80
2019-03-25,Dark Beige,2074
2019-03-25,Dark Blue,31206
2019-03-25,Dark Green,7776
2019-03-25,Dark Grey,5505
2019-03-25,Dark Orange,2439
2019-03-25,Dark Pink,1382
2019-03-25,Dark Purple,346
2019-03-25,Dark Red,4478
2019-03-25,Dark Turquoise,741
2019-03-25,Dark Yellow,1259
2019-03-25,Gold,2222
2019-03-25,Green,1815
2019-03-25,Greenish Khaki,7345
2019-03-25,Grey,6592
2019-03-25,Greyish Beige,285
2019-03-25,Light Beige,10612
2019-03-25,Light Blue,13127
2019-03-25,Light Green,1809
2019-03-25,Light Grey,4144
2019-03-25,Light Orange,4011
2019-03-25,Light Pink,7983
2019-03-25,Light Purple,328
2019-03-25,Light Red,461
2019-03-25,Light Turquoise,836
2019-03-25,Light Yellow,1486
2019-03-25,Off White,5961
2019-03-25,Orange,1046
2019-03-25,Other,203
2019-03-25,Other Blue,109
2019-03-25,Other Green,16
2019-03-25,Other Orange,156
2019-03-25,Other Pink,329
2019-03-25,Other Purple,92
2019-03-25,Other Red,172
2019-03-25,Other Turquoise,10
2019-03-25,Other Yellow,122
2019-03-25,Pink,4330
2019-03-25,Purple,154
2019-03-25,Red,13650
2019-03-25,Silver,1022
2019-03-25,Transparent,89
2019-03-25,Turquoise,1192
2019-03-25,Unknown,183
2019-03-25,White,41960
2019-03-25,Yellow,5445
2019-03-25,Yellowish Brown,2973
2019-04-01,Beige,8611
2019-04-01,Black,121195
2019-04-01,Blue,15640
2019-04-01,Bronze/Copper,110
2019-04-01,Dark Beige,2254
2019-04-01,Dark Blue,32433
2019-04-01,Dark Green,9121
2019-04-01,Dark Grey,6159
2019-04-01,Dark Orange,2535
2019-04-01,Dark Pink,1362
2019-04-01,Dark Purple,411
2019-04-01,Dark Red,4930
2019-04-01,Dark Turquoise,924
2019-04-01,Dark Yellow,1359
2019-04-01,Gold,2646
2019-04-01,Green,3021
2019-04-01,Greenish Khaki,8450
2019-04-01,Grey,6776
2019-04-01,Greyish Beige,363
2019-04-01,Light Beige,12988
2019-04-01,Light Blue,14781
2019-04-01,Light Green,3211
2019-04-01,Light Grey,4356
2019-04-01,Light Orange,5653
2019-04-01,Light Pink,9509
2019-04-01,Light Purple,438
2019-04-01,Light Red,525
2019-04-01,Light Turquoise,934
2019-04-01,Light Yellow,2023
2019-04-01,Off White,7590
2019-04-01,Orange,1425
2019-04-01,Other,226
2019-04-01,Other Blue,110
2019-04-01,Other Green,30
2019-04-01,Other Orange,171
2019-04-01,Other Pink,341
2019-04-01,Other Purple,67
2019-04-01,Other Red,180
2019-04-01,Other Turquoise,14
2019-04-01,Other Yellow,99
2019-04-01,Pink,4567
2019-04-01,Purple,189
2019-04-01,Red,14749
2019-04-01,Silver,1100
2019-04-01,Transparent,95
2019-04-01,Turquoise,1075
2019-04-01,Unknown,195
2019-04-01,White,48505
2019-04-01,Yellow,6750
2019-04-01,Yellowish Brown,4416
2019-04-08,Beige,6898
2019-04-08,Black,89049
2019-04-08,Blue,11341
2019-04-08,Bronze/Copper,113
2019-04-08,Dark Beige,1356
2019-04-08,Dark Blue,24290
2019-04-08,Dark Green,6302
2019-04-08,Dark Grey,5189
2019-04-08,Dark Orange,1876
2019-04-08,Dark Pink,1133
2019-04-08,Dark Purple,287
2019-04-08,Dark Red,5677
2019-04-08,Dark Turquoise,805
2019-04-08,Dark Yellow,870
2019-04-08,Gold,2239
2019-04-08,Green,2366
2019-04-08,Greenish Khaki,7157
2019-04-08,Grey,5189
2019-04-08,Greyish Beige,287
2019-04-08,Light Beige,11787
2019-04-08,Light Blue,10569
2019-04-08,Light Green,2704
2019-04-08,Light Grey,2996
2019-04-08,Light Orange,4346
2019-04-08,Light Pink,7118
2019-04-08,Light Purple,226
2019-04-08,Light Red,611
2019-04-08,Light Turquoise,725
2019-04-08,Light Yellow,1580
2019-04-08,Off White,6837
2019-04-08,Orange,1613
2019-04-08,Other,250
2019-04-08,Other Blue,105
2019-04-08,Other Green,13
2019-04-08,Other Orange,180
2019-04-08,Other Pink,277
2019-04-08,Other Purple,67
2019-04-08,Other Red,139
2019-04-08,Other Turquoise,22
2019-04-08,Other Yellow,73
2019-04-08,Pink,3146
2019-04-08,Purple,129
2019-04-08,Red,9729
2019-04-08,Silver,983
2019-04-08,Transparent,87
2019-04-08,Turquoise,883
2019-04-08,Unknown,114
2019-04-08,White,39230
2019-04-08,Yellow,5837
2019-04-08,Yellowish Brown,4061
2019-04-15,Beige,8318
2019-04-15,Black,95651
2019-04-15,Blue,13085
2019-04-15,Bronze/Copper,192
2019-04-15,Dark Beige,1326
2019-04-15,Dark Blue,26213
2019-04-15,Dark Green,7143
2019-04-15,Dark Grey,5811
2019-04-15,Dark Orange,3364
2019-04-15,Dark Pink,1417
2019-04-15,Dark Purple,321
2019-04-15,Dark Red,5072
2019-04-15,Dark Turquoise,796
2019-04-15,Dark Yellow,815
2019-04-15,Gold,2360
2019-04-15,Green,2718
2019-04-15,Greenish Khaki,9567
2019-04-15,Grey,5318
2019-04-15,Greyish Beige,313
2019-04-15,Light Beige,12732
2019-04-15,Light Blue,11717
2019-04-15,Light Green,3040
2019-04-15,Light Grey,2864
2019-04-15,Light Orange,4319
2019-04-15,Light Pink,7288
2019-04-15,Light Purple,211
2019-04-15,Light Red,439
2019-04-15,Light Turquoise,766
2019-04-15,Light Yellow,1804
2019-04-15,Off White,8506
2019-04-15,Orange,1767
2019-04-15,Other,382
2019-04-15,Other Blue,148
2019-04-15,Other Green,33
2019-04-15,Other Orange,250
2019-04-15,Other Pink,335
2019-04-15,Other Purple,62
2019-04-15,Other Red,211
2019-04-15,Other Turquoise,20
2019-04-15,Other Yellow,136
2019-04-15,Pink,3236
2019-04-15,Purple,160
2019-04-15,Red,11614
2019-04-15,Silver,909
2019-04-15,Transparent,75
2019-04-15,Turquoise,896
2019-04-15,Unknown,92
2019-04-15,White,46023
2019-04-15,Yellow,7144
2019-04-15,Yellowish Brown,3810
2019-04-22,Beige,9716
2019-04-22,Black,115772
2019-04-22,Blue,14396
2019-04-22,Bronze/Copper,219
2019-04-22,Dark Beige,1425
2019-04-22,Dark Blue,31762
2019-04-22,Dark Green,7704
2019-04-22,Dark Grey,7690
2019-04-22,Dark Orange,4222
2019-04-22,Dark Pink,1662
2019-04-22,Dark Purple,343
2019-04-22,Dark Red,6100
2019-04-22,Dark Turquoise,790
2019-04-22,Dark Yellow,1067
2019-04-22,Gold,2790
2019-04-22,Green,2859
2019-04-22,Greenish Khaki,10710
2019-04-22,Grey,6123
2019-04-22,Greyish Beige,329
2019-04-22,Light Beige,15255
2019-04-22,Light Blue,13972
2019-04-22,Light Green,3328
2019-04-22,Light Grey,3204
2019-04-22,Light Orange,4663
2019-04-22,Light Pink,9224
2019-04-22,Light Purple,265
2019-04-22,Light Red,514
2019-04-22,Light Turquoise,847
2019-04-22,Light Yellow,1978
2019-04-22,Off White,11717
2019-04-22,Orange,2127
2019-04-22,Other,534
2019-04-22,Other Blue,145
2019-04-22,Other Green,39
2019-04-22,Other Orange,443
2019-04-22,Other Pink,355
2019-04-22,Other Purple,84
2019-04-22,Other Red,225
2019-04-22,Other Turquoise,38
2019-04-22,Other Yellow,274
2019-04-22,Pink,3754
2019-04-22,Purple,202
2019-04-22,Red,14036
2019-04-22,Silver,1083
2019-04-22,Transparent,92
2019-04-22,Turquoise,1185
2019-04-22,Unknown,102
2019-04-22,White,52051
2019-04-22,Yellow,8503
2019-04-22,Yellowish Brown,4558
2019-04-29,Beige,10781
2019-04-29,Black,122214
2019-04-29,Blue,13876
2019-04-29,Bronze/Copper,235
2019-04-29,Dark Beige,1563
2019-04-29,Dark Blue,31926
2019-04-29,Dark Green,8529
2019-04-29,Dark Grey,7728
2019-04-29,Dark Orange,3081
2019-04-29,Dark Pink,2092
2019-04-29,Dark Purple,376
2019-04-29,Dark Red,8907
2019-04-29,Dark Turquoise,1048
2019-04-29,Dark Yellow,1232
2019-04-29,Gold,2915
2019-04-29,Green,3012
2019-04-29,Greenish Khaki,11797
2019-04-29,Grey,6484
2019-04-29,Greyish Beige,301
2019-04-29,Light Beige,15862
2019-04-29,Light Blue,13873
2019-04-29,Light Green,3147
2019-04-29,Light Grey,3413
2019-04-29,Light Orange,4613
2019-04-29,Light Pink,9884
2019-04-29,Light Purple,275
2019-04-29,Light Red,597
2019-04-29,Light Turquoise,903
2019-04-29,Light Yellow,2023
2019-04-29,Off White,15155
2019-04-29,Orange,1623
2019-04-29,Other,675
2019-04-29,Other Blue,120
2019-04-29,Other Green,24
2019-04-29,Other Orange,564
2019-04-29,Other Pink,365
2019-04-29,Other Purple,104
2019-04-29,Other Red,241
2019-04-29,Other Turquoise,15
2019-04-29,Other Yellow,263
2019-04-29,Pink,4166
2019-04-29,Purple,184
2019-04-29,Red,15827
2019-04-29,Silver,1070
2019-04-29,Transparent,112
2019-04-29,Turquoise,1123
2019-04-29,Unknown,127
2019-04-29,White,55723
2019-04-29,Yellow,8822
2019-04-29,Yellowish Brown,4505
2019-05-06,Beige,7856
2019-05-06,Black,88214
2019-05-06,Blue,9949
2019-05-06,Bronze/Copper,153
2019-05-06,Dark Beige,971
2019-05-06,Dark Blue,21249
2019-05-06,Dark Green,6197
2019-05-06,Dark Grey,4961
2019-05-06,Dark Orange,2840
2019-05-06,Dark Pink,1524
2019-05-06,Dark Purple,257
2019-05-06,Dark Red,4627
2019-05-06,Dark Turquoise,598
2019-05-06,Dark Yellow,693
2019-05-06,Gold,2189
2019-05-06,Green,1880
2019-05-06,Greenish Khaki,7966
2019-05-06,Grey,4169
2019-05-06,Greyish Beige,247
2019-05-06,Light Beige,11281
2019-05-06,Light Blue,9820
2019-05-06,Light Green,1972
2019-05-06,Light Grey,2234
2019-05-06,Light Orange,3321
2019-05-06,Light Pink,6898
2019-05-06,Light Purple,234
2019-05-06,Light Red,547
2019-05-06,Light Turquoise,626
2019-05-06,Light Yellow,1756
2019-05-06,Off White,11341
2019-05-06,Orange,1319
2019-05-06,Other,462
2019-05-06,Other Blue,104
2019-05-06,Other Green,17
2019-05-06,Other Orange,437
2019-05-06,Other Pink,413
2019-05-06,Other Purple,77
2019-05-06,Other Red,163
2019-05-06,Other Turquoise,14
2019-05-06,Other Yellow,213
2019-05-06,Pink,3035
2019-05-06,Purple,136
2019-05-06,Red,11174
2019-05-06,Silver,795
2019-05-06,Transparent,70
2019-05-06,Turquoise,788
2019-05-06,Unknown,77
2019-05-06,White,38602
2019-05-06,Yellow,5697
2019-05-06,Yellowish Brown,3022
2019-05-13,Beige,11468
2019-05-13,Black,105038
2019-05-13,Blue,11839
2019-05-13,Bronze/Copper,146
2019-05-13,Dark Beige,1093
2019-05-13,Dark Blue,26881
2019-05-13,Dark Green,6801
2019-05-13,Dark Grey,5636
2019-05-13,Dark Orange,5164
2019-05-13,Dark Pink,1675
2019-05-13,Dark Purple,347
2019-05-13,Dark Red,5110
2019-05-13,Dark Turquoise,612
2019-05-13,Dark Yellow,1594
2019-05-13,Gold,2522
2019-05-13,Green,2066
2019-05-13,Greenish Khaki,8780
2019-05-13,Grey,4585
2019-05-13,Greyish Beige,282
2019-05-13,Light Beige,14215
2019-05-13,Light Blue,11817
2019-05-13,Light Green,2124
2019-05-13,Light Grey,2440
2019-05-13,Light Orange,3835
2019-05-13,Light Pink,7613
2019-05-13,Light Purple,233
2019-05-13,Light Red,413
2019-05-13,Light Turquoise,654
2019-05-13,Light Yellow,2072
2019-05-13,Off White,12218
2019-05-13,Orange,3650
2019-05-13,Other,542
2019-05-13,Other Blue,113
2019-05-13,Other Green,37
2019-05-13,Other Orange,507
2019-05-13,Other Pink,529
2019-05-13,Other Purple,99
2019-05-13,Other Red,196
2019-05-13,Other Turquoise,13
2019-05-13,Other Yellow,251
2019-05-13,Pink,3572
2019-05-13,Purple,173
2019-05-13,Red,12824
2019-05-13,Silver,1139
2019-05-13,Transparent,97
2019-05-13,Turquoise,833
2019-05-13,Unknown,87
2019-05-13,White,46552
2019-05-13,Yellow,7033
2019-05-13,Yellowish Brown,3396
2019-05-20,Beige,9062
2019-05-20,Black,110546
2019-05-20,Blue,12490
2019-05-20,Bronze/Copper,135
2019-05-20,Dark Beige,1041
2019-05-20,Dark Blue,29111
2019-05-20,Dark Green,7011
2019-05-20,Dark Grey,6163
2019-05-20,Dark Orange,5045
2019-05-20,Dark Pink,1663
2019-05-20,Dark Purple,352
2019-05-20,Dark Red,5603
2019-05-20,Dark Turquoise,650
2019-05-20,Dark Yellow,1752
2019-05-20,Gold,3071
2019-05-20,Green,2035
2019-05-20,Greenish Khaki,8932
2019-05-20,Grey,5260
2019-05-20,Greyish Beige,309
2019-05-20,Light Beige,14837
2019-05-20,Light Blue,12488
2019-05-20,Light Green,1931
2019-05-20,Light Grey,2934
2019-05-20,Light Orange,3701
2019-05-20,Light Pink,8614
2019-05-20,Light Purple,282
2019-05-20,Light Red,400
2019-05-20,Light Turquoise,714
2019-05-20,Light Yellow,2187
2019-05-20,Off White,12168
2019-05-20,Orange,3595
2019-05-20,Other,528
2019-05-20,Other Blue,190
2019-05-20,Other Green,39
2019-05-20,Other Orange,448
2019-05-20,Other Pink,483
2019-05-20,Other Purple,111
2019-05-20,Other Red,192
2019-05-20,Other Turquoise,11
2019-05-20,Other Yellow,197
2019-05-20,Pink,4016
2019-05-20,Purple,162
2019-05-20,Red,12879
2019-05-20,Silver,1376
2019-05-20,Transparent,136
2019-05-20,Turquoise,916
2019-05-20,Unknown,56
2019-05-20,White,50736
2019-05-20,Yellow,7211
2019-05-20,Yellowish Brown,3577
2019-05-27,Beige,7761
2019-05-27,Black,127563
2019-05-27,Blue,14013
2019-05-27,Bronze/Copper,174
2019-05-27,Dark Beige,1500
2019-05-27,Dark Blue,32953
2019-05-27,Dark Green,9042
2019-05-27,Dark Grey,6360
2019-05-27,Dark Orange,7527
2019-05-27,Dark Pink,1957
2019-05-27,Dark Purple,259
2019-05-27,Dark Red,6881
2019-05-27,Dark Turquoise,693
2019-05-27,Dark Yellow,2478
2019-05-27,Gold,3428
2019-05-27,Green,2232
2019-05-27,Greenish Khaki,10568
2019-05-27,Grey,5163
2019-05-27,Greyish Beige,353
2019-05-27,Light Beige,16842
2019-05-27,Light Blue,14367
2019-05-27,Light Green,2013
2019-05-27,Light Grey,2907
2019-05-27,Light Orange,4364
2019-05-27,Light Pink,9128
2019-05-27,Light Purple,238
