article_id,product_group_name,image_path
555353008,Garment Upper body,data\hm\images\055\0555353008.jpg
708621002,Garment Upper body,data\hm\images\070\0708621002.jpg
627579007,Garment Upper body,data\hm\images\062\0627579007.jpg
762331005,Accessories,data\hm\images\076\0762331005.jpg
515042007,Garment Upper body,data\hm\images\051\0515042007.jpg
591836008,Garment Lower body,data\hm\images\059\0591836008.jpg
616963002,Accessories,data\hm\images\061\0616963002.jpg
619464011,Garment Upper body,data\hm\images\061\0619464011.jpg
705967001,Accessories,data\hm\images\070\0705967001.jpg
478992015,Garment Lower body,data\hm\images\047\0478992015.jpg
749099002,Garment Upper body,data\hm\images\074\0749099002.jpg
716243001,Accessories,data\hm\images\071\0716243001.jpg
734663002,Garment Upper body,data\hm\images\073\0734663002.jpg
638874006,Garment Upper body,data\hm\images\063\0638874006.jpg
664897007,Garment Full body,data\hm\images\066\0664897007.jpg
640824003,Garment Full body,data\hm\images\064\0640824003.jpg
796783002,Garment Lower body,data\hm\images\079\0796783002.jpg
757903001,Accessories,data\hm\images\075\0757903001.jpg
632784001,Accessories,data\hm\images\063\0632784001.jpg
589766003,Underwear,data\hm\images\058\0589766003.jpg
650509003,Accessories,data\hm\images\065\0650509003.jpg
826838004,Garment Lower body,data\hm\images\082\0826838004.jpg
496629006,Accessories,data\hm\images\049\0496629006.jpg
796567004,Garment Upper body,data\hm\images\079\0796567004.jpg
560209005,Swimwear,data\hm\images\056\0560209005.jpg
759191001,Garment Full body,data\hm\images\075\0759191001.jpg
637274001,Garment Lower body,data\hm\images\063\0637274001.jpg
563043002,Garment Full body,data\hm\images\056\0563043002.jpg
571982013,Garment Lower body,data\hm\images\057\0571982013.jpg
813421003,Garment Full body,data\hm\images\081\0813421003.jpg
813406004,Accessories,data\hm\images\081\0813406004.jpg
655784014,Garment Lower body,data\hm\images\065\0655784014.jpg
695302005,Shoes,data\hm\images\069\0695302005.jpg
550819001,Garment Lower body,data\hm\images\055\0550819001.jpg
552743026,Garment Upper body,data\hm\images\055\0552743026.jpg
560030013,Garment Upper body,data\hm\images\056\0560030013.jpg
916397001,Garment Lower body,data\hm\images\091\0916397001.jpg
644033002,Garment Full body,data\hm\images\064\0644033002.jpg
609332001,Swimwear,data\hm\images\060\0609332001.jpg
570002099,Garment Upper body,data\hm\images\057\0570002099.jpg
857276001,Garment Full body,data\hm\images\085\0857276001.jpg
686331008,Garment Upper body,data\hm\images\068\0686331008.jpg
768473005,Garment Upper body,data\hm\images\076\0768473005.jpg
654244001,Garment Upper body,data\hm\images\065\0654244001.jpg
771744001,Garment Upper body,data\hm\images\077\0771744001.jpg
746330001,Swimwear,data\hm\images\074\0746330001.jpg
805772003,Garment Upper body,data\hm\images\080\0805772003.jpg
615939001,Swimwear,data\hm\images\061\0615939001.jpg
630888001,Accessories,data\hm\images\063\0630888001.jpg
704524002,Garment Upper body,data\hm\images\070\0704524002.jpg
518831001,Garment Upper body,data\hm\images\051\0518831001.jpg
448509017,Garment Lower body,data\hm\images\044\0448509017.jpg
702763006,Garment Upper body,data\hm\images\070\0702763006.jpg
596643001,Garment Lower body,data\hm\images\059\0596643001.jpg
865980008,Garment Upper body,data\hm\images\086\0865980008.jpg
706016028,Garment Lower body,data\hm\images\070\0706016028.jpg
590156001,Shoes,data\hm\images\059\0590156001.jpg
670334022,Garment Upper body,data\hm\images\067\0670334022.jpg
252298014,Garment Lower body,data\hm\images\025\0252298014.jpg
864151001,Swimwear,data\hm\images\086\0864151001.jpg
870654001,Garment Upper body,data\hm\images\087\0870654001.jpg
888017001,Garment Full body,data\hm\images\088\0888017001.jpg
566320037,Garment Upper body,data\hm\images\056\0566320037.jpg
853912001,Garment Lower body,data\hm\images\085\0853912001.jpg
641497007,Socks & Tights,data\hm\images\064\0641497007.jpg
918655002,Garment Lower body,data\hm\images\091\0918655002.jpg
811278001,Garment Upper body,data\hm\images\081\0811278001.jpg
912579002,Garment Upper body,data\hm\images\091\0912579002.jpg
708587001,Garment Upper body,data\hm\images\070\0708587001.jpg
582216001,Garment Upper body,data\hm\images\058\0582216001.jpg
568163004,Garment Upper body,data\hm\images\056\0568163004.jpg
241602027,Garment Upper body,data\hm\images\024\0241602027.jpg
701305001,Shoes,data\hm\images\070\0701305001.jpg
742153001,Garment Full body,data\hm\images\074\0742153001.jpg
708546001,Garment Full body,data\hm\images\070\0708546001.jpg
739953002,Garment Upper body,data\hm\images\073\0739953002.jpg
639769001,Garment Full body,data\hm\images\063\0639769001.jpg
741714004,Shoes,data\hm\images\074\0741714004.jpg
491692004,Garment Lower body,data\hm\images\049\0491692004.jpg
774177006,Garment Upper body,data\hm\images\077\0774177006.jpg
766682001,Garment Lower body,data\hm\images\076\0766682001.jpg
685687003,Garment Upper body,data\hm\images\068\0685687003.jpg
749486003,Garment Upper body,data\hm\images\074\0749486003.jpg
762930001,Garment Upper body,data\hm\images\076\0762930001.jpg
739900008,Garment Upper body,data\hm\images\073\0739900008.jpg
586890001,Garment Upper body,data\hm\images\058\0586890001.jpg
817166007,Garment Upper body,data\hm\images\081\0817166007.jpg
619918001,Socks & Tights,data\hm\images\061\0619918001.jpg
719530014,Garment Lower body,data\hm\images\071\0719530014.jpg
663825002,Garment Upper body,data\hm\images\066\0663825002.jpg
713802001,Garment Upper body,data\hm\images\071\0713802001.jpg
818754007,Garment Upper body,data\hm\images\081\0818754007.jpg
565237001,Socks & Tights,data\hm\images\056\0565237001.jpg
756930010,Shoes,data\hm\images\075\0756930010.jpg
737710005,Garment Upper body,data\hm\images\073\0737710005.jpg
597745002,Garment Full body,data\hm\images\059\0597745002.jpg
534181009,Garment Upper body,data\hm\images\053\0534181009.jpg
767820001,Garment Full body,data\hm\images\076\0767820001.jpg
679709004,Socks & Tights,data\hm\images\067\0679709004.jpg
669031002,Garment Lower body,data\hm\images\066\0669031002.jpg
753032001,Garment Upper body,data\hm\images\075\0753032001.jpg
561075001,Accessories,data\hm\images\056\0561075001.jpg
838780009,Garment Upper body,data\hm\images\083\0838780009.jpg
451774001,Accessories,data\hm\images\045\0451774001.jpg
686350003,Swimwear,data\hm\images\068\0686350003.jpg
732060009,Accessories,data\hm\images\073\0732060009.jpg
693900001,Accessories,data\hm\images\069\0693900001.jpg
561796001,Garment Upper body,data\hm\images\056\0561796001.jpg
820513004,Shoes,data\hm\images\082\0820513004.jpg
634834001,Garment Upper body,data\hm\images\063\0634834001.jpg
793185041,Accessories,data\hm\images\079\0793185041.jpg
776350005,Nightwear,data\hm\images\077\0776350005.jpg
671600002,Accessories,data\hm\images\067\0671600002.jpg
613810001,Garment Full body,data\hm\images\061\0613810001.jpg
742561002,Garment Upper body,data\hm\images\074\0742561002.jpg
743079003,Accessories,data\hm\images\074\0743079003.jpg
864716001,Swimwear,data\hm\images\086\0864716001.jpg
408649006,Socks & Tights,data\hm\images\040\0408649006.jpg
631059001,Garment Upper body,data\hm\images\063\0631059001.jpg
331474038,Garment Lower body,data\hm\images\033\0331474038.jpg
715624011,Garment Upper body,data\hm\images\071\0715624011.jpg
597510017,Garment Upper body,data\hm\images\059\0597510017.jpg
843591001,Garment Upper body,data\hm\images\084\0843591001.jpg
406724022,Accessories,data\hm\images\040\0406724022.jpg
360950007,Accessories,data\hm\images\036\0360950007.jpg
265071021,Garment Upper body,data\hm\images\026\0265071021.jpg
765994001,Garment Full body,data\hm\images\076\0765994001.jpg
659179001,Cosmetic,data\hm\images\065\0659179001.jpg
703090004,Accessories,data\hm\images\070\0703090004.jpg
701208002,Garment Lower body,data\hm\images\070\0701208002.jpg
619884020,Garment Lower body,data\hm\images\061\0619884020.jpg
770592001,Accessories,data\hm\images\077\0770592001.jpg
432984001,Socks & Tights,data\hm\images\043\0432984001.jpg
503569006,Garment Upper body,data\hm\images\050\0503569006.jpg
545540001,Accessories,data\hm\images\054\0545540001.jpg
673024001,Garment Upper body,data\hm\images\067\0673024001.jpg
677527001,Garment Lower body,data\hm\images\067\0677527001.jpg
717583006,Garment Upper body,data\hm\images\071\0717583006.jpg
713993075,Accessories,data\hm\images\071\0713993075.jpg
824789001,Garment Upper body,data\hm\images\082\0824789001.jpg
617209002,Garment Lower body,data\hm\images\061\0617209002.jpg
605092001,Underwear,data\hm\images\060\0605092001.jpg
837448004,Garment Upper body,data\hm\images\083\0837448004.jpg
609483005,Garment Upper body,data\hm\images\060\0609483005.jpg
553536001,Garment Upper body,data\hm\images\055\0553536001.jpg
485537022,Nightwear,data\hm\images\048\0485537022.jpg
863849006,Garment Lower body,data\hm\images\086\0863849006.jpg
763280008,Garment Upper body,data\hm\images\076\0763280008.jpg
812122007,Garment Lower body,data\hm\images\081\0812122007.jpg
887771003,Garment Upper body,data\hm\images\088\0887771003.jpg
530687001,Accessories,data\hm\images\053\0530687001.jpg
487750005,Garment Upper body,data\hm\images\048\0487750005.jpg
649922004,Garment Lower body,data\hm\images\064\0649922004.jpg
535029001,Garment Upper body,data\hm\images\053\0535029001.jpg
757220004,Garment Upper body,data\hm\images\075\0757220004.jpg
752090002,Garment Upper body,data\hm\images\075\0752090002.jpg
408664009,Socks & Tights,data\hm\images\040\0408664009.jpg
896896002,Garment Full body,data\hm\images\089\0896896002.jpg
573716039,Garment Lower body,data\hm\images\057\0573716039.jpg
697883002,Garment Upper body,data\hm\images\069\0697883002.jpg
836109002,Garment Lower body,data\hm\images\083\0836109002.jpg
566140009,Swimwear,data\hm\images\056\0566140009.jpg
571961002,Garment Lower body,data\hm\images\057\0571961002.jpg
692847004,Garment Lower body,data\hm\images\069\0692847004.jpg
706982005,Garment Lower body,data\hm\images\070\0706982005.jpg
896597002,Garment Upper body,data\hm\images\089\0896597002.jpg
656975002,Garment Upper body,data\hm\images\065\0656975002.jpg
879410001,Garment Upper body,data\hm\images\087\0879410001.jpg
905932008,Garment Lower body,data\hm\images\090\0905932008.jpg
774727001,Garment Upper body,data\hm\images\077\0774727001.jpg
621989001,Garment Upper body,data\hm\images\062\0621989001.jpg
301213007,Underwear,data\hm\images\030\0301213007.jpg
869780001,Garment Upper body,data\hm\images\086\0869780001.jpg
890458002,Garment Lower body,data\hm\images\089\0890458002.jpg
766270002,Garment Lower body,data\hm\images\076\0766270002.jpg
525500023,Garment Lower body,data\hm\images\052\0525500023.jpg
529012025,Underwear,data\hm\images\052\0529012025.jpg
737008001,Garment Upper body,data\hm\images\073\0737008001.jpg
745696001,Garment Upper body,data\hm\images\074\0745696001.jpg
652609001,Garment Lower body,data\hm\images\065\0652609001.jpg
722068002,Garment Lower body,data\hm\images\072\0722068002.jpg
488012029,Socks & Tights,data\hm\images\048\0488012029.jpg
832465002,Garment Upper body,data\hm\images\083\0832465002.jpg
875015003,Accessories,data\hm\images\087\0875015003.jpg
723533001,Garment Full body,data\hm\images\072\0723533001.jpg
847279001,Garment Full body,data\hm\images\084\0847279001.jpg
602415002,Garment Lower body,data\hm\images\060\0602415002.jpg
660590009,Garment Lower body,data\hm\images\066\0660590009.jpg
616127002,Garment Full body,data\hm\images\061\0616127002.jpg
625939021,Garment Upper body,data\hm\images\062\0625939021.jpg
721464001,Shoes,data\hm\images\072\0721464001.jpg
772773008,Garment Upper body,data\hm\images\077\0772773008.jpg
798972002,Garment Lower body,data\hm\images\079\0798972002.jpg
582247001,Garment Lower body,data\hm\images\058\0582247001.jpg
554141009,Garment Upper body,data\hm\images\055\0554141009.jpg
753853001,Garment Full body,data\hm\images\075\0753853001.jpg
939151002,Garment Upper body,data\hm\images\093\0939151002.jpg
799713003,Garment Upper body,data\hm\images\079\0799713003.jpg
636392005,Underwear,data\hm\images\063\0636392005.jpg
760195006,Garment Upper body,data\hm\images\076\0760195006.jpg
806151003,Garment Full body,data\hm\images\080\0806151003.jpg
798289001,Swimwear,data\hm\images\079\0798289001.jpg
592063001,Garment Lower body,data\hm\images\059\0592063001.jpg
671047001,Garment Upper body,data\hm\images\067\0671047001.jpg
573149004,Underwear,data\hm\images\057\0573149004.jpg
776827001,Garment Full body,data\hm\images\077\0776827001.jpg
567443001,Garment Lower body,data\hm\images\056\0567443001.jpg
583928001,Garment Lower body,data\hm\images\058\0583928001.jpg
644514001,Accessories,data\hm\images\064\0644514001.jpg
643135001,Garment Lower body,data\hm\images\064\0643135001.jpg
718549003,Garment Upper body,data\hm\images\071\0718549003.jpg
690992001,Garment Upper body,data\hm\images\069\0690992001.jpg
499807002,Accessories,data\hm\images\049\0499807002.jpg
686722004,Garment Upper body,data\hm\images\068\0686722004.jpg
783751001,Garment Upper body,data\hm\images\078\0783751001.jpg
737852003,Garment Lower body,data\hm\images\073\0737852003.jpg
503569020,Garment Upper body,data\hm\images\050\0503569020.jpg
733550001,Garment Upper body,data\hm\images\073\0733550001.jpg
600699001,Garment Upper body,data\hm\images\060\0600699001.jpg
875329004,Garment Upper body,data\hm\images\087\0875329004.jpg
756771001,Garment Upper body,data\hm\images\075\0756771001.jpg
771235004,Garment Full body,data\hm\images\077\0771235004.jpg
748025003,Swimwear,data\hm\images\074\0748025003.jpg
873771007,Garment Upper body,data\hm\images\087\0873771007.jpg
567413014,Garment Upper body,data\hm\images\056\0567413014.jpg
499802004,Socks & Tights,data\hm\images\049\0499802004.jpg
665228001,Garment Full body,data\hm\images\066\0665228001.jpg
635144009,Garment Lower body,data\hm\images\063\0635144009.jpg
843869003,Swimwear,data\hm\images\084\0843869003.jpg
771311002,Garment Lower body,data\hm\images\077\0771311002.jpg
780361003,Garment Lower body,data\hm\images\078\0780361003.jpg
676539001,Garment Upper body,data\hm\images\067\0676539001.jpg
755159003,Socks & Tights,data\hm\images\075\0755159003.jpg
791493004,Garment Upper body,data\hm\images\079\0791493004.jpg
815092001,Garment Upper body,data\hm\images\081\0815092001.jpg
665217003,Garment Upper body,data\hm\images\066\0665217003.jpg
730299001,Accessories,data\hm\images\073\0730299001.jpg
673901008,Garment Lower body,data\hm\images\067\0673901008.jpg
760783003,Garment Upper body,data\hm\images\076\0760783003.jpg
672023002,Garment Upper body,data\hm\images\067\0672023002.jpg
812373002,Accessories,data\hm\images\081\0812373002.jpg
709971001,Garment Lower body,data\hm\images\070\0709971001.jpg
687939001,Accessories,data\hm\images\068\0687939001.jpg
799798001,Accessories,data\hm\images\079\0799798001.jpg
682776001,Garment Upper body,data\hm\images\068\0682776001.jpg
660574001,Garment Upper body,data\hm\images\066\0660574001.jpg
736640002,Garment Upper body,data\hm\images\073\0736640002.jpg
853348001,Garment Upper body,data\hm\images\085\0853348001.jpg
543061005,Garment Upper body,data\hm\images\054\0543061005.jpg
793008001,Garment Upper body,data\hm\images\079\0793008001.jpg
702368007,Accessories,data\hm\images\070\0702368007.jpg
648921002,Accessories,data\hm\images\064\0648921002.jpg
506632002,Garment Upper body,data\hm\images\050\0506632002.jpg
691764006,Garment Upper body,data\hm\images\069\0691764006.jpg
688705001,Garment Lower body,data\hm\images\068\0688705001.jpg
509015007,Garment Full body,data\hm\images\050\0509015007.jpg
642502002,Shoes,data\hm\images\064\0642502002.jpg
692947002,Garment Upper body,data\hm\images\069\0692947002.jpg
524979012,Nightwear,data\hm\images\052\0524979012.jpg
771525001,Garment Upper body,data\hm\images\077\0771525001.jpg
616871002,Garment Upper body,data\hm\images\061\0616871002.jpg
690970001,Garment Upper body,data\hm\images\069\0690970001.jpg
744114005,Garment Upper body,data\hm\images\074\0744114005.jpg
706837004,Garment Lower body,data\hm\images\070\0706837004.jpg
723380002,Underwear,data\hm\images\072\0723380002.jpg
805708001,Garment Lower body,data\hm\images\080\0805708001.jpg
686270005,Garment Upper body,data\hm\images\068\0686270005.jpg
568813001,Accessories,data\hm\images\056\0568813001.jpg
679854025,Garment Upper body,data\hm\images\067\0679854025.jpg
585785002,Garment Upper body,data\hm\images\058\0585785002.jpg
733064003,Accessories,data\hm\images\073\0733064003.jpg
773799001,Garment Full body,data\hm\images\077\0773799001.jpg
672743004,Garment Upper body,data\hm\images\067\0672743004.jpg
739659007,Garment Full body,data\hm\images\073\0739659007.jpg
930578001,Items,data\hm\images\093\0930578001.jpg
678054001,Garment Upper body,data\hm\images\067\0678054001.jpg
821513004,Garment Upper body,data\hm\images\082\0821513004.jpg
547780020,Garment Lower body,data\hm\images\054\0547780020.jpg
674606047,Garment Lower body,data\hm\images\067\0674606047.jpg
844919002,Garment Upper body,data\hm\images\084\0844919002.jpg
537114002,Garment Upper body,data\hm\images\053\0537114002.jpg
821397007,Underwear,data\hm\images\082\0821397007.jpg
715862003,Garment Upper body,data\hm\images\071\0715862003.jpg
918516001,Garment Upper body,data\hm\images\091\0918516001.jpg
869496006,Garment Full body,data\hm\images\086\0869496006.jpg
821648003,Garment Upper body,data\hm\images\082\0821648003.jpg
908370002,Garment Upper body,data\hm\images\090\0908370002.jpg
765308001,Accessories,data\hm\images\076\0765308001.jpg
562857002,Shoes,data\hm\images\056\0562857002.jpg
696942001,Shoes,data\hm\images\069\0696942001.jpg
740717002,Shoes,data\hm\images\074\0740717002.jpg
623370006,Shoes,data\hm\images\062\0623370006.jpg
800832001,Garment Lower body,data\hm\images\080\0800832001.jpg
766505001,Accessories,data\hm\images\076\0766505001.jpg
739684011,Garment Lower body,data\hm\images\073\0739684011.jpg
589924010,Garment Upper body,data\hm\images\058\0589924010.jpg
504742003,Garment Upper body,data\hm\images\050\0504742003.jpg
770345002,Underwear,data\hm\images\077\0770345002.jpg
803614002,Garment Upper body,data\hm\images\080\0803614002.jpg
757022001,Garment Upper body,data\hm\images\075\0757022001.jpg
798842002,Accessories,data\hm\images\079\0798842002.jpg
806184007,Garment Full body,data\hm\images\080\0806184007.jpg
592932008,Garment Lower body,data\hm\images\059\0592932008.jpg
798450002,Garment Full body,data\hm\images\079\0798450002.jpg
641627001,Garment Upper body,data\hm\images\064\0641627001.jpg
831943001,Accessories,data\hm\images\083\0831943001.jpg
510126001,Garment Full body,data\hm\images\051\0510126001.jpg
727947006,Accessories,data\hm\images\072\0727947006.jpg
700912001,Garment Lower body,data\hm\images\070\0700912001.jpg
739825001,Garment Upper body,data\hm\images\073\0739825001.jpg
626816004,Garment Upper body,data\hm\images\062\0626816004.jpg
634731002,Accessories,data\hm\images\063\0634731002.jpg
800534001,Garment Upper body,data\hm\images\080\0800534001.jpg
683795001,Accessories,data\hm\images\068\0683795001.jpg
623873001,Accessories,data\hm\images\062\0623873001.jpg
871346001,Garment Full body,data\hm\images\087\0871346001.jpg
693651001,Shoes,data\hm\images\069\0693651001.jpg
551044020,Garment Upper body,data\hm\images\055\0551044020.jpg
694848003,Underwear,data\hm\images\069\0694848003.jpg
926949001,Garment Lower body,data\hm\images\092\0926949001.jpg
501620013,Garment Upper body,data\hm\images\050\0501620013.jpg
695540005,Shoes,data\hm\images\069\0695540005.jpg
502261001,Accessories,data\hm\images\050\0502261001.jpg
793506001,Underwear,data\hm\images\079\0793506001.jpg
857812003,Garment Full body,data\hm\images\085\0857812003.jpg
616451001,Garment Full body,data\hm\images\061\0616451001.jpg
675918002,Garment Upper body,data\hm\images\067\0675918002.jpg
727940002,Nightwear,data\hm\images\072\0727940002.jpg
779659001,Garment Lower body,data\hm\images\077\0779659001.jpg
682236023,Accessories,data\hm\images\068\0682236023.jpg
533022044,Garment Upper body,data\hm\images\053\0533022044.jpg
653542003,Accessories,data\hm\images\065\0653542003.jpg
763754001,Garment Lower body,data\hm\images\076\0763754001.jpg
646823003,Garment Lower body,data\hm\images\064\0646823003.jpg
627267004,Accessories,data\hm\images\062\0627267004.jpg
718289003,Garment Upper body,data\hm\images\071\0718289003.jpg
446224036,Garment Upper body,data\hm\images\044\0446224036.jpg
920352007,Garment Upper body,data\hm\images\092\0920352007.jpg
692840003,Garment Lower body,data\hm\images\069\0692840003.jpg
608317001,Underwear,data\hm\images\060\0608317001.jpg
785575001,Garment Lower body,data\hm\images\078\0785575001.jpg
901330002,Shoes,data\hm\images\090\0901330002.jpg
872513002,Accessories,data\hm\images\087\0872513002.jpg
804801002,Garment Upper body,data\hm\images\080\0804801002.jpg
598649001,Garment Upper body,data\hm\images\059\0598649001.jpg
790160003,Garment Upper body,data\hm\images\079\0790160003.jpg
550366001,Accessories,data\hm\images\055\0550366001.jpg
857699002,Garment Upper body,data\hm\images\085\0857699002.jpg
691009003,Accessories,data\hm\images\069\0691009003.jpg
633463003,Garment Full body,data\hm\images\063\0633463003.jpg
782001001,Garment Upper body,data\hm\images\078\0782001001.jpg
523570001,Accessories,data\hm\images\052\0523570001.jpg
615843001,Garment Upper body,data\hm\images\061\0615843001.jpg
650799002,Garment Upper body,data\hm\images\065\0650799002.jpg
611522007,Garment Lower body,data\hm\images\061\0611522007.jpg
777653001,Nightwear,data\hm\images\077\0777653001.jpg
811242001,Accessories,data\hm\images\081\0811242001.jpg
817374003,Garment Upper body,data\hm\images\081\0817374003.jpg
696178017,Garment Upper body,data\hm\images\069\0696178017.jpg
784359001,Garment Upper body,data\hm\images\078\0784359001.jpg
752742008,Garment Upper body,data\hm\images\075\0752742008.jpg
684209026,Swimwear,data\hm\images\068\0684209026.jpg
678417003,Garment Full body,data\hm\images\067\0678417003.jpg
784229004,Garment Upper body,data\hm\images\078\0784229004.jpg
695573015,Garment Lower body,data\hm\images\069\0695573015.jpg
717445004,Shoes,data\hm\images\071\0717445004.jpg
802286007,Garment Upper body,data\hm\images\080\0802286007.jpg
708230008,Garment Upper body,data\hm\images\070\0708230008.jpg
770315011,Garment Upper body,data\hm\images\077\0770315011.jpg
815000001,Garment Upper body,data\hm\images\081\0815000001.jpg
715524003,Underwear,data\hm\images\071\0715524003.jpg
754207001,Garment Lower body,data\hm\images\075\0754207001.jpg
809525001,Shoes,data\hm\images\080\0809525001.jpg
608341002,Garment Full body,data\hm\images\060\0608341002.jpg
576558001,Garment Upper body,data\hm\images\057\0576558001.jpg
453272026,Swimwear,data\hm\images\045\0453272026.jpg
296366013,Accessories,data\hm\images\029\0296366013.jpg
739929004,Accessories,data\hm\images\073\0739929004.jpg
507092002,Garment Upper body,data\hm\images\050\0507092002.jpg
821760001,Shoes,data\hm\images\082\0821760001.jpg
373506004,Socks & Tights,data\hm\images\037\0373506004.jpg
730454002,Nightwear,data\hm\images\073\0730454002.jpg
780149002,Garment Upper body,data\hm\images\078\0780149002.jpg
698459001,Accessories,data\hm\images\069\0698459001.jpg
581941003,Garment Upper body,data\hm\images\058\0581941003.jpg
808021007,Shoes,data\hm\images\080\0808021007.jpg
698255002,Swimwear,data\hm\images\069\0698255002.jpg
583539001,Garment Full body,data\hm\images\058\0583539001.jpg
728239001,Accessories,data\hm\images\072\0728239001.jpg
373506019,Socks & Tights,data\hm\images\037\0373506019.jpg
568861017,Garment Upper body,data\hm\images\056\0568861017.jpg
757747003,Garment Full body,data\hm\images\075\0757747003.jpg
584200006,Garment Upper body,data\hm\images\058\0584200006.jpg
627082002,Garment Upper body,data\hm\images\062\0627082002.jpg
661512002,Garment Upper body,data\hm\images\066\0661512002.jpg
777397001,Garment Lower body,data\hm\images\077\0777397001.jpg
594832001,Garment Upper body,data\hm\images\059\0594832001.jpg
349301010,Shoes,data\hm\images\034\0349301010.jpg
791313002,Garment Full body,data\hm\images\079\0791313002.jpg
619528001,Garment Full body,data\hm\images\061\0619528001.jpg
851977002,Garment Full body,data\hm\images\085\0851977002.jpg
723648001,Underwear,data\hm\images\072\0723648001.jpg
864565001,Garment Upper body,data\hm\images\086\0864565001.jpg
588155002,Garment Upper body,data\hm\images\058\0588155002.jpg
857755002,Garment Full body,data\hm\images\085\0857755002.jpg
811993003,Garment Lower body,data\hm\images\081\0811993003.jpg
635387005,Garment Upper body,data\hm\images\063\0635387005.jpg
282832012,Garment Upper body,data\hm\images\028\0282832012.jpg
622480005,Garment Upper body,data\hm\images\062\0622480005.jpg
721929012,Garment Upper body,data\hm\images\072\0721929012.jpg
737340001,Garment Lower body,data\hm\images\073\0737340001.jpg
586608005,Garment Lower body,data\hm\images\058\0586608005.jpg
492853004,Underwear,data\hm\images\049\0492853004.jpg
495685007,Garment Upper body,data\hm\images\049\0495685007.jpg
237347031,Garment Upper body,data\hm\images\023\0237347031.jpg
669091031,Garment Upper body,data\hm\images\066\0669091031.jpg
686331005,Garment Upper body,data\hm\images\068\0686331005.jpg
762173007,Garment Upper body,data\hm\images\076\0762173007.jpg
724626006,Garment Upper body,data\hm\images\072\0724626006.jpg
892257001,Shoes,data\hm\images\089\0892257001.jpg
661166002,Garment Upper body,data\hm\images\066\0661166002.jpg
609146014,Garment Upper body,data\hm\images\060\0609146014.jpg
685616001,Swimwear,data\hm\images\068\0685616001.jpg
345830036,Garment Upper body,data\hm\images\034\0345830036.jpg
743905009,Garment Lower body,data\hm\images\074\0743905009.jpg
811385001,Garment Lower body,data\hm\images\081\0811385001.jpg
820360001,Garment Lower body,data\hm\images\082\0820360001.jpg
647585004,Accessories,data\hm\images\064\0647585004.jpg
520628004,Garment Lower body,data\hm\images\052\0520628004.jpg
791663002,Garment Upper body,data\hm\images\079\0791663002.jpg
894865001,Garment Lower body,data\hm\images\089\0894865001.jpg
554598041,Garment Upper body,data\hm\images\055\0554598041.jpg
664133001,Garment Lower body,data\hm\images\066\0664133001.jpg
761060002,Shoes,data\hm\images\076\0761060002.jpg
894778003,Garment Upper body,data\hm\images\089\0894778003.jpg
689203001,Nightwear,data\hm\images\068\0689203001.jpg
889471001,Garment Upper body,data\hm\images\088\0889471001.jpg
874622001,Garment Upper body,data\hm\images\087\0874622001.jpg
834897002,Garment Lower body,data\hm\images\083\0834897002.jpg
733043001,Underwear,data\hm\images\073\0733043001.jpg
444325007,Garment Full body,data\hm\images\044\0444325007.jpg
803366002,Garment Upper body,data\hm\images\080\0803366002.jpg
572797049,Garment Upper body,data\hm\images\057\0572797049.jpg
768300001,Garment Upper body,data\hm\images\076\0768300001.jpg
820462012,Nightwear,data\hm\images\082\0820462012.jpg
458428045,Garment Lower body,data\hm\images\045\0458428045.jpg
721136005,Garment Upper body,data\hm\images\072\0721136005.jpg
662679002,Garment Upper body,data\hm\images\066\0662679002.jpg
702841005,Garment Upper body,data\hm\images\070\0702841005.jpg
580102014,Garment Lower body,data\hm\images\058\0580102014.jpg
782874004,Garment Upper body,data\hm\images\078\0782874004.jpg
659835001,Garment Upper body,data\hm\images\065\0659835001.jpg
525256003,Garment Upper body,data\hm\images\052\0525256003.jpg
789383002,Garment Upper body,data\hm\images\078\0789383002.jpg
632737001,Garment Lower body,data\hm\images\063\0632737001.jpg
630323033,Garment Upper body,data\hm\images\063\0630323033.jpg
621767004,Garment Upper body,data\hm\images\062\0621767004.jpg
626263022,Garment Lower body,data\hm\images\062\0626263022.jpg
907954003,Garment Full body,data\hm\images\090\0907954003.jpg
766263002,Garment Upper body,data\hm\images\076\0766263002.jpg
673450001,Nightwear,data\hm\images\067\0673450001.jpg
841283001,Garment Lower body,data\hm\images\084\0841283001.jpg
768912001,Garment Lower body,data\hm\images\076\0768912001.jpg
941658001,Garment Upper body,data\hm\images\094\0941658001.jpg
885410001,Garment Upper body,data\hm\images\088\0885410001.jpg
608483007,Garment Upper body,data\hm\images\060\0608483007.jpg
681264002,Socks & Tights,data\hm\images\068\0681264002.jpg
636265001,Garment Lower body,data\hm\images\063\0636265001.jpg
809230001,Garment Lower body,data\hm\images\080\0809230001.jpg
917766002,Garment Upper body,data\hm\images\091\0917766002.jpg
809333002,Garment Upper body,data\hm\images\080\0809333002.jpg
748856002,Garment Upper body,data\hm\images\074\0748856002.jpg
738899005,Garment Full body,data\hm\images\073\0738899005.jpg
690953012,Garment Upper body,data\hm\images\069\0690953012.jpg
551174001,Garment Upper body,data\hm\images\055\0551174001.jpg
609022002,Garment Upper body,data\hm\images\060\0609022002.jpg
445901004,Garment Upper body,data\hm\images\044\0445901004.jpg
743803004,Garment Full body,data\hm\images\074\0743803004.jpg
861411004,Swimwear,data\hm\images\086\0861411004.jpg
