week,graphical_appearance_name,sales_count
2019-04-29,Front print,4165
2019-04-29,Glittering/Metallic,2015
2019-04-29,Jacquard,1238
2019-04-29,Lace,12065
2019-04-29,Melange,12524
2019-04-29,Mesh,70
2019-04-29,Metallic,698
2019-04-29,Mixed solid/pattern,468
2019-04-29,Neps,410
2019-04-29,Other pattern,428
2019-04-29,Other structure,9007
2019-04-29,Placement print,7080
2019-04-29,Sequin,336
2019-04-29,Slub,390
2019-04-29,Solid,208665
2019-04-29,Stripe,30026
2019-04-29,Transparent,181
2019-04-29,Treatment,943
2019-04-29,Unknown,202
2019-05-06,All over pattern,52034
2019-05-06,Application/3D,547
2019-05-06,Argyle,5
2019-05-06,Chambray,769
2019-05-06,Check,1728
2019-05-06,Colour blocking,1811
2019-05-06,Contrast,1228
2019-05-06,Denim,14847
2019-05-06,Dot,2143
2019-05-06,Embroidery,1972
2019-05-06,Front print,2385
2019-05-06,Glittering/Metallic,1258
2019-05-06,Jacquard,937
2019-05-06,Lace,9062
2019-05-06,Melange,8449
2019-05-06,Mesh,52
2019-05-06,Metallic,1010
2019-05-06,Mixed solid/pattern,340
2019-05-06,Neps,258
2019-05-06,Other pattern,319
2019-05-06,Other structure,7163
2019-05-06,Placement print,4197
2019-05-06,Sequin,198
2019-05-06,Slub,314
2019-05-06,Solid,149915
2019-05-06,Stripe,19382
2019-05-06,Transparent,124
2019-05-06,Treatment,601
2019-05-06,Unknown,137
2019-05-13,All over pattern,62668
2019-05-13,Application/3D,724
2019-05-13,Argyle,8
2019-05-13,Chambray,613
2019-05-13,Check,2094
2019-05-13,Colour blocking,2196
2019-05-13,Contrast,1205
2019-05-13,Denim,18211
2019-05-13,Dot,2962
2019-05-13,Embroidery,2641
2019-05-13,Front print,2928
2019-05-13,Glittering/Metallic,1037
2019-05-13,Jacquard,1031
2019-05-13,Lace,9651
2019-05-13,Melange,9727
2019-05-13,Mesh,48
2019-05-13,Metallic,3718
2019-05-13,Mixed solid/pattern,435
2019-05-13,Neps,260
2019-05-13,Other pattern,426
2019-05-13,Other structure,7486
2019-05-13,Placement print,5101
2019-05-13,Sequin,317
2019-05-13,Slub,355
2019-05-13,Solid,180507
2019-05-13,Stripe,23527
2019-05-13,Transparent,189
2019-05-13,Treatment,714
2019-05-13,Unknown,137
2019-05-20,All over pattern,63466
2019-05-20,Application/3D,754
2019-05-20,Argyle,7
2019-05-20,Chambray,637
2019-05-20,Check,2230
2019-05-20,Colour blocking,2446
2019-05-20,Contrast,1349
2019-05-20,Denim,19599
2019-05-20,Dot,2901
2019-05-20,Embroidery,3322
2019-05-20,Front print,3419
2019-05-20,Glittering/Metallic,1190
2019-05-20,Jacquard,1032
2019-05-20,Lace,11041
2019-05-20,Melange,10583
2019-05-20,Mesh,60
2019-05-20,Metallic,2453
2019-05-20,Mixed solid/pattern,506
2019-05-20,Neps,318
2019-05-20,Other pattern,357
2019-05-20,Other structure,6766
2019-05-20,Placement print,5080
2019-05-20,Sequin,364
2019-05-20,Slub,535
2019-05-20,Solid,192585
2019-05-20,Stripe,23298
2019-05-20,Transparent,265
2019-05-20,Treatment,664
2019-05-20,Unknown,119
2019-05-27,All over pattern,75201
2019-05-27,Application/3D,613
2019-05-27,Argyle,20
2019-05-27,Chambray,832
2019-05-27,Check,2037
2019-05-27,Colour blocking,2348
2019-05-27,Contrast,1328
2019-05-27,Denim,22482
2019-05-27,Dot,4621
2019-05-27,Embroidery,3421
2019-05-27,Front print,4472
2019-05-27,Glittering/Metallic,1697
2019-05-27,Jacquard,944
2019-05-27,Lace,11601
2019-05-27,Melange,10846
2019-05-27,Mesh,68
2019-05-27,Metallic,1310
2019-05-27,Mixed solid/pattern,462
2019-05-27,Neps,313
2019-05-27,Other pattern,323
2019-05-27,Other structure,9907
2019-05-27,Placement print,5671
2019-05-27,Sequin,388
2019-05-27,Slub,567
2019-05-27,Solid,217782
2019-05-27,Stripe,27253
2019-05-27,Transparent,281
2019-05-27,Treatment,889
2019-05-27,Unknown,124
2019-06-03,All over pattern,65180
2019-06-03,Application/3D,519
2019-06-03,Argyle,16
2019-06-03,Chambray,625
2019-06-03,Check,1385
2019-06-03,Colour blocking,1633
2019-06-03,Contrast,1167
2019-06-03,Denim,19412
2019-06-03,Dot,3645
2019-06-03,Embroidery,2576
2019-06-03,Front print,3159
2019-06-03,Glittering/Metallic,1249
2019-06-03,Jacquard,698
2019-06-03,Lace,8630
2019-06-03,Melange,9393
2019-06-03,Mesh,78
2019-06-03,Metallic,876
2019-06-03,Mixed solid/pattern,453
2019-06-03,Neps,208
2019-06-03,Other pattern,289
2019-06-03,Other structure,6643
2019-06-03,Placement print,4333
2019-06-03,Sequin,317
2019-06-03,Slub,458
2019-06-03,Solid,179150
2019-06-03,Stripe,21886
2019-06-03,Transparent,262
2019-06-03,Treatment,748
2019-06-03,Unknown,103
2019-06-10,All over pattern,79342
2019-06-10,Application/3D,549
2019-06-10,Argyle,13
2019-06-10,Chambray,524
2019-06-10,Check,1285
2019-06-10,Colour blocking,2080
2019-06-10,Contrast,1539
2019-06-10,Denim,16923
2019-06-10,Dot,3693
2019-06-10,Embroidery,2455
2019-06-10,Front print,4718
2019-06-10,Glittering/Metallic,1024
2019-06-10,Jacquard,544
2019-06-10,Lace,7735
2019-06-10,Melange,9233
2019-06-10,Mesh,63
2019-06-10,Metallic,713
2019-06-10,Mixed solid/pattern,365
2019-06-10,Neps,152
2019-06-10,Other pattern,242
2019-06-10,Other structure,6077
2019-06-10,Placement print,6489
2019-06-10,Sequin,263
2019-06-10,Slub,402
2019-06-10,Solid,160692
2019-06-10,Stripe,19217
2019-06-10,Transparent,229
2019-06-10,Treatment,677
2019-06-10,Unknown,99
2019-06-17,All over pattern,111340
2019-06-17,Application/3D,851
2019-06-17,Argyle,19
2019-06-17,Chambray,1006
2019-06-17,Check,3973
2019-06-17,Colour blocking,3352
2019-06-17,Contrast,3059
2019-06-17,Denim,32963
2019-06-17,Dot,7596
2019-06-17,Embroidery,4728
2019-06-17,Front print,5890
2019-06-17,Glittering/Metallic,1563
2019-06-17,Jacquard,1683
2019-06-17,Lace,11900
2019-06-17,Melange,14883
2019-06-17,Mesh,107
2019-06-17,Metallic,1150
2019-06-17,Mixed solid/pattern,959
2019-06-17,Neps,259
2019-06-17,Other pattern,323
2019-06-17,Other structure,10502
2019-06-17,Placement print,8781
2019-06-17,Sequin,551
2019-06-17,Slub,667
2019-06-17,Solid,285208
2019-06-17,Stripe,44606
2019-06-17,Transparent,353
2019-06-17,Treatment,1599
2019-06-17,Unknown,205
2019-06-24,All over pattern,112941
2019-06-24,Application/3D,700
2019-06-24,Argyle,19
2019-06-24,Chambray,1239
2019-06-24,Check,4123
2019-06-24,Colour blocking,3092
2019-06-24,Contrast,2947
2019-06-24,Denim,30288
2019-06-24,Dot,6835
2019-06-24,Embroidery,4740
2019-06-24,Front print,5170
2019-06-24,Glittering/Metallic,1436
2019-06-24,Jacquard,1107
2019-06-24,Lace,10844
2019-06-24,Melange,14013
2019-06-24,Mesh,122
2019-06-24,Metallic,894
2019-06-24,Mixed solid/pattern,811
2019-06-24,Neps,197
2019-06-24,Other pattern,269
2019-06-24,Other structure,13542
2019-06-24,Placement print,7877
2019-06-24,Sequin,420
2019-06-24,Slub,638
2019-06-24,Solid,291493
2019-06-24,Stripe,45221
2019-06-24,Transparent,325
2019-06-24,Treatment,1513
2019-06-24,Unknown,174
2019-07-01,All over pattern,75225
2019-07-01,Application/3D,605
2019-07-01,Argyle,21
2019-07-01,Chambray,791
2019-07-01,Check,3608
2019-07-01,Colour blocking,3234
2019-07-01,Contrast,2101
2019-07-01,Denim,23800
2019-07-01,Dot,4471
2019-07-01,Embroidery,5303
2019-07-01,Front print,4324
2019-07-01,Glittering/Metallic,917
2019-07-01,Jacquard,850
2019-07-01,Lace,8389
2019-07-01,Melange,12637
2019-07-01,Mesh,114
2019-07-01,Metallic,661
2019-07-01,Mixed solid/pattern,584
2019-07-01,Neps,164
2019-07-01,Other pattern,243
2019-07-01,Other structure,8768
2019-07-01,Placement print,7878
2019-07-01,Sequin,335
2019-07-01,Slub,442
2019-07-01,Solid,230255
2019-07-01,Stripe,32435
2019-07-01,Transparent,228
2019-07-01,Treatment,964
2019-07-01,Unknown,179
2019-07-08,All over pattern,63043
2019-07-08,Application/3D,550
2019-07-08,Argyle,20
2019-07-08,Chambray,560
2019-07-08,Check,3836
2019-07-08,Colour blocking,3081
2019-07-08,Contrast,1971
2019-07-08,Denim,22788
2019-07-08,Dot,3730
2019-07-08,Embroidery,4183
2019-07-08,Front print,3664
2019-07-08,Glittering/Metallic,550
2019-07-08,Jacquard,867
2019-07-08,Lace,6837
2019-07-08,Melange,12505
2019-07-08,Mesh,114
2019-07-08,Metallic,453
2019-07-08,Mixed solid/pattern,462
2019-07-08,Neps,147
2019-07-08,Other pattern,251
2019-07-08,Other structure,7036
2019-07-08,Placement print,6628
2019-07-08,Sequin,333
2019-07-08,Slub,370
2019-07-08,Solid,201254
2019-07-08,Stripe,27978
2019-07-08,Transparent,228
2019-07-08,Treatment,1068
2019-07-08,Unknown,130
2019-07-15,All over pattern,63099
2019-07-15,Application/3D,638
2019-07-15,Argyle,15
2019-07-15,Chambray,655
2019-07-15,Check,3967
2019-07-15,Colour blocking,2727
2019-07-15,Contrast,1930
2019-07-15,Denim,23414
2019-07-15,Dot,3178
2019-07-15,Embroidery,4570
2019-07-15,Front print,3368
2019-07-15,Glittering/Metallic,584
2019-07-15,Jacquard,1034
2019-07-15,Lace,6591
2019-07-15,Melange,12536
2019-07-15,Mesh,98
2019-07-15,Metallic,478
2019-07-15,Mixed solid/pattern,461
2019-07-15,Neps,307
2019-07-15,Other pattern,241
2019-07-15,Other structure,6674
2019-07-15,Placement print,5936
2019-07-15,Sequin,320
2019-07-15,Slub,385
2019-07-15,Solid,199136
2019-07-15,Stripe,27317
2019-07-15,Transparent,232
2019-07-15,Treatment,1106
2019-07-15,Unknown,80
2019-07-22,All over pattern,94314
2019-07-22,Application/3D,720
2019-07-22,Argyle,30
2019-07-22,Chambray,1180
2019-07-22,Check,4280
2019-07-22,Colour blocking,2758
2019-07-22,Contrast,2077
2019-07-22,Denim,25535
2019-07-22,Dot,4311
2019-07-22,Embroidery,6005
2019-07-22,Front print,3354
2019-07-22,Glittering/Metallic,641
2019-07-22,Jacquard,1033
2019-07-22,Lace,7978
2019-07-22,Melange,13390
2019-07-22,Mesh,171
2019-07-22,Metallic,724
2019-07-22,Mixed solid/pattern,609
2019-07-22,Neps,287
2019-07-22,Other pattern,263
2019-07-22,Other structure,9008
2019-07-22,Placement print,5954
2019-07-22,Sequin,299
2019-07-22,Slub,421
2019-07-22,Solid,248816
2019-07-22,Stripe,36125
2019-07-22,Transparent,224
2019-07-22,Treatment,1218
2019-07-22,Unknown,141
2019-07-29,All over pattern,58437
2019-07-29,Application/3D,596
2019-07-29,Argyle,13
2019-07-29,Chambray,587
2019-07-29,Check,4715
2019-07-29,Colour blocking,2281
2019-07-29,Contrast,1556
2019-07-29,Denim,20004
2019-07-29,Dot,2778
2019-07-29,Embroidery,3943
2019-07-29,Front print,2797
2019-07-29,Glittering/Metallic,461
2019-07-29,Jacquard,1055
2019-07-29,Lace,6044
2019-07-29,Melange,11396
2019-07-29,Mesh,141
2019-07-29,Metallic,334
2019-07-29,Mixed solid/pattern,442
2019-07-29,Neps,283
2019-07-29,Other pattern,297
2019-07-29,Other structure,5038
2019-07-29,Placement print,4167
2019-07-29,Sequin,322
2019-07-29,Slub,280
2019-07-29,Solid,177943
2019-07-29,Stripe,22316
2019-07-29,Transparent,169
2019-07-29,Treatment,903
2019-07-29,Unknown,86
2019-08-05,All over pattern,46829
2019-08-05,Application/3D,654
2019-08-05,Argyle,12
2019-08-05,Chambray,505
2019-08-05,Check,5769
2019-08-05,Colour blocking,2050
2019-08-05,Contrast,1478
2019-08-05,Denim,19590
2019-08-05,Dot,2341
2019-08-05,Embroidery,3446
2019-08-05,Front print,2431
2019-08-05,Glittering/Metallic,397
2019-08-05,Jacquard,993
2019-08-05,Lace,5593
2019-08-05,Melange,12222
2019-08-05,Mesh,343
2019-08-05,Metallic,331
2019-08-05,Mixed solid/pattern,468
2019-08-05,Neps,250
2019-08-05,Other pattern,460
2019-08-05,Other structure,4097
2019-08-05,Placement print,3608
2019-08-05,Sequin,190
2019-08-05,Slub,281
2019-08-05,Solid,166211
2019-08-05,Stripe,17330
2019-08-05,Transparent,145
2019-08-05,Treatment,672
2019-08-05,Unknown,96
2019-08-12,All over pattern,45763
2019-08-12,Application/3D,993
2019-08-12,Argyle,13
2019-08-12,Chambray,409
2019-08-12,Check,8388
2019-08-12,Colour blocking,2281
2019-08-12,Contrast,1776
2019-08-12,Denim,21119
2019-08-12,Dot,2540
2019-08-12,Embroidery,3608
2019-08-12,Front print,3245
2019-08-12,Glittering/Metallic,496
2019-08-12,Jacquard,1029
2019-08-12,Lace,5979
2019-08-12,Melange,17231
2019-08-12,Mesh,585
2019-08-12,Metallic,258
2019-08-12,Mixed solid/pattern,457
2019-08-12,Neps,427
2019-08-12,Other pattern,408
2019-08-12,Other structure,4440
2019-08-12,Placement print,3921
2019-08-12,Sequin,266
2019-08-12,Slub,236
2019-08-12,Solid,181513
2019-08-12,Stripe,16783
2019-08-12,Transparent,137
2019-08-12,Treatment,622
2019-08-12,Unknown,105
2019-08-19,All over pattern,33687
2019-08-19,Application/3D,619
2019-08-19,Argyle,3
2019-08-19,Chambray,277
2019-08-19,Check,7167
2019-08-19,Colour blocking,1612
2019-08-19,Contrast,1362
2019-08-19,Denim,17112
2019-08-19,Dot,1723
2019-08-19,Embroidery,2726
2019-08-19,Front print,2686
2019-08-19,Glittering/Metallic,320
2019-08-19,Jacquard,904
2019-08-19,Lace,3947
2019-08-19,Melange,14092
2019-08-19,Mesh,381
2019-08-19,Metallic,254
2019-08-19,Mixed solid/pattern,318
2019-08-19,Neps,310
2019-08-19,Other pattern,361
2019-08-19,Other structure,4267
2019-08-19,Placement print,2802
2019-08-19,Sequin,204
2019-08-19,Slub,156
2019-08-19,Solid,150304
2019-08-19,Stripe,11513
2019-08-19,Transparent,138
2019-08-19,Treatment,390
2019-08-19,Unknown,53
2019-08-26,All over pattern,29620
2019-08-26,Application/3D,591
2019-08-26,Argyle,17
2019-08-26,Chambray,283
2019-08-26,Check,6880
2019-08-26,Colour blocking,1476
2019-08-26,Contrast,1282
2019-08-26,Denim,14525
2019-08-26,Dot,1484
2019-08-26,Embroidery,2714
2019-08-26,Front print,2508
2019-08-26,Glittering/Metallic,326
2019-08-26,Jacquard,733
2019-08-26,Lace,3247
2019-08-26,Melange,13662
2019-08-26,Mesh,276
2019-08-26,Metallic,176
2019-08-26,Mixed solid/pattern,337
2019-08-26,Neps,256
2019-08-26,Other pattern,282
2019-08-26,Other structure,4244
2019-08-26,Placement print,2576
2019-08-26,Sequin,140
2019-08-26,Slub,157
2019-08-26,Solid,136628
2019-08-26,Stripe,9323
2019-08-26,Transparent,121
2019-08-26,Treatment,365
2019-08-26,Unknown,25
2019-09-02,All over pattern,26048
2019-09-02,Application/3D,741
2019-09-02,Argyle,32
2019-09-02,Chambray,181
2019-09-02,Check,8976
2019-09-02,Colour blocking,2396
2019-09-02,Contrast,1471
2019-09-02,Denim,17587
2019-09-02,Dot,1446
2019-09-02,Embroidery,3094
2019-09-02,Front print,2889
2019-09-02,Glittering/Metallic,509
2019-09-02,Jacquard,1692
2019-09-02,Lace,3211
2019-09-02,Melange,21178
2019-09-02,Mesh,249
2019-09-02,Metallic,194
2019-09-02,Mixed solid/pattern,288
2019-09-02,Neps,560
2019-09-02,Other pattern,350
2019-09-02,Other structure,4805
2019-09-02,Placement print,2982
2019-09-02,Sequin,252
2019-09-02,Slub,193
2019-09-02,Solid,150321
2019-09-02,Stripe,7832
2019-09-02,Transparent,122
2019-09-02,Treatment,460
2019-09-02,Unknown,24
2019-09-09,All over pattern,24456
2019-09-09,Application/3D,568
2019-09-09,Argyle,15
2019-09-09,Chambray,154
2019-09-09,Check,10120
2019-09-09,Colour blocking,1841
2019-09-09,Contrast,1331
2019-09-09,Denim,16179
2019-09-09,Dot,1378
2019-09-09,Embroidery,2671
2019-09-09,Front print,2636
2019-09-09,Glittering/Metallic,486
2019-09-09,Jacquard,1634
2019-09-09,Lace,2847
2019-09-09,Melange,22613
2019-09-09,Mesh,335
2019-09-09,Metallic,144
2019-09-09,Mixed solid/pattern,239
2019-09-09,Neps,616
2019-09-09,Other pattern,341
2019-09-09,Other structure,4233
2019-09-09,Placement print,2467
2019-09-09,Sequin,195
2019-09-09,Slub,141
2019-09-09,Solid,140791
2019-09-09,Stripe,7340
2019-09-09,Transparent,105
2019-09-09,Treatment,519
2019-09-09,Unknown,23
2019-09-16,All over pattern,23904
2019-09-16,Application/3D,546
2019-09-16,Argyle,12
2019-09-16,Chambray,108
2019-09-16,Check,9130
2019-09-16,Colour blocking,1529
2019-09-16,Contrast,1240
2019-09-16,Denim,13997
2019-09-16,Dot,1387
2019-09-16,Embroidery,2488
2019-09-16,Front print,2329
2019-09-16,Glittering/Metallic,542
2019-09-16,Jacquard,1609
2019-09-16,Lace,2486
2019-09-16,Melange,21507
2019-09-16,Mesh,303
2019-09-16,Metallic,145
2019-09-16,Mixed solid/pattern,238
2019-09-16,Neps,475
2019-09-16,Other pattern,341
2019-09-16,Other structure,3832
2019-09-16,Placement print,2307
2019-09-16,Sequin,152
2019-09-16,Slub,114
2019-09-16,Solid,134822
2019-09-16,Stripe,6059
2019-09-16,Transparent,114
2019-09-16,Treatment,537
2019-09-16,Unknown,25
2019-09-23,All over pattern,38357
2019-09-23,Application/3D,954
2019-09-23,Argyle,8
2019-09-23,Chambray,225
2019-09-23,Check,15696
2019-09-23,Colour blocking,2809
2019-09-23,Contrast,2365
2019-09-23,Denim,24991
2019-09-23,Dot,2172
2019-09-23,Embroidery,4464
2019-09-23,Front print,3888
2019-09-23,Glittering/Metallic,1183
2019-09-23,Jacquard,2691
2019-09-23,Lace,4721
2019-09-23,Melange,41856
2019-09-23,Mesh,443
2019-09-23,Metallic,331
2019-09-23,Mixed solid/pattern,370
2019-09-23,Neps,1039
2019-09-23,Other pattern,564
2019-09-23,Other structure,6373
2019-09-23,Placement print,4069
2019-09-23,Sequin,312
2019-09-23,Slub,168
2019-09-23,Solid,251209
2019-09-23,Stripe,10500
2019-09-23,Transparent,196
2019-09-23,Treatment,1447
2019-09-23,Unknown,23
2019-09-30,All over pattern,32063
2019-09-30,Application/3D,960
2019-09-30,Argyle,7
2019-09-30,Chambray,158
2019-09-30,Check,10698
2019-09-30,Colour blocking,3118
2019-09-30,Contrast,2232
2019-09-30,Denim,18670
2019-09-30,Dot,1459
2019-09-30,Embroidery,3370
2019-09-30,Front print,3979
2019-09-30,Glittering/Metallic,1077
2019-09-30,Jacquard,2426
2019-09-30,Lace,4468
2019-09-30,Melange,29820
2019-09-30,Mesh,338
2019-09-30,Metallic,428
2019-09-30,Mixed solid/pattern,436
2019-09-30,Neps,512
2019-09-30,Other pattern,440
2019-09-30,Other structure,4478
2019-09-30,Placement print,3403
2019-09-30,Sequin,317
2019-09-30,Slub,119
2019-09-30,Solid,179696
2019-09-30,Stripe,9625
2019-09-30,Transparent,151
2019-09-30,Treatment,1234
2019-09-30,Unknown,39
2019-10-07,All over pattern,26111
2019-10-07,Application/3D,874
2019-10-07,Argyle,6
2019-10-07,Chambray,132
2019-10-07,Check,8370
2019-10-07,Colour blocking,2386
2019-10-07,Contrast,1829
2019-10-07,Denim,15076
2019-10-07,Dot,1292
2019-10-07,Embroidery,2690
2019-10-07,Front print,2676
2019-10-07,Glittering/Metallic,1258
2019-10-07,Jacquard,1923
2019-10-07,Lace,3742
2019-10-07,Melange,25114
2019-10-07,Mesh,294
2019-10-07,Metallic,507
2019-10-07,Mixed solid/pattern,369
2019-10-07,Neps,508
2019-10-07,Other pattern,308
2019-10-07,Other structure,3716
2019-10-07,Placement print,2481
2019-10-07,Sequin,466
2019-10-07,Slub,83
2019-10-07,Solid,151034
2019-10-07,Stripe,7898
2019-10-07,Transparent,220
2019-10-07,Treatment,1287
2019-10-07,Unknown,56
2019-10-14,All over pattern,21616
2019-10-14,Application/3D,1351
2019-10-14,Argyle,4
2019-10-14,Chambray,124
2019-10-14,Check,6673
2019-10-14,Colour blocking,1845
2019-10-14,Contrast,1512
2019-10-14,Denim,13020
2019-10-14,Dot,854
2019-10-14,Embroidery,2197
2019-10-14,Front print,2044
2019-10-14,Glittering/Metallic,1717
2019-10-14,Jacquard,1815
2019-10-14,Lace,3221
2019-10-14,Melange,22279
2019-10-14,Mesh,212
2019-10-14,Metallic,559
2019-10-14,Mixed solid/pattern,273
2019-10-14,Neps,401
2019-10-14,Other pattern,273
2019-10-14,Other structure,3321
2019-10-14,Placement print,2174
2019-10-14,Sequin,598
2019-10-14,Slub,60
2019-10-14,Solid,129728
2019-10-14,Stripe,6452
2019-10-14,Transparent,148
2019-10-14,Treatment,951
2019-10-14,Unknown,22
2019-10-21,All over pattern,22880
2019-10-21,Application/3D,2474
2019-10-21,Argyle,3
2019-10-21,Chambray,124
2019-10-21,Check,7367
2019-10-21,Colour blocking,1835
2019-10-21,Contrast,1831
2019-10-21,Denim,12876
2019-10-21,Dot,1087
2019-10-21,Embroidery,2181
2019-10-21,Front print,2140
2019-10-21,Glittering/Metallic,2286
2019-10-21,Jacquard,2215
2019-10-21,Lace,4285
2019-10-21,Melange,26153
2019-10-21,Mesh,237
2019-10-21,Metallic,443
2019-10-21,Mixed solid/pattern,324
2019-10-21,Neps,356
2019-10-21,Other pattern,292
2019-10-21,Other structure,4206
2019-10-21,Placement print,2263
2019-10-21,Sequin,1143
2019-10-21,Slub,84
2019-10-21,Solid,140851
2019-10-21,Stripe,6148
2019-10-21,Transparent,131
2019-10-21,Treatment,928
2019-10-21,Unknown,35
2019-10-28,All over pattern,23975
2019-10-28,Application/3D,3479
2019-10-28,Argyle,5
2019-10-28,Chambray,96
2019-10-28,Check,8706
2019-10-28,Colour blocking,1959
2019-10-28,Contrast,1945
2019-10-28,Denim,13815
2019-10-28,Dot,1279
2019-10-28,Embroidery,1878
2019-10-28,Front print,1919
2019-10-28,Glittering/Metallic,2987
2019-10-28,Jacquard,3346
2019-10-28,Lace,5334
2019-10-28,Melange,30961
2019-10-28,Mesh,197
2019-10-28,Metallic,534
2019-10-28,Mixed solid/pattern,323
2019-10-28,Neps,418
2019-10-28,Other pattern,345
2019-10-28,Other structure,4733
2019-10-28,Placement print,2066
2019-10-28,Sequin,1357
2019-10-28,Slub,75
2019-10-28,Solid,161047
2019-10-28,Stripe,5599
2019-10-28,Transparent,124
2019-10-28,Treatment,1165
2019-10-28,Unknown,26
2019-11-04,All over pattern,17824
2019-11-04,Application/3D,3002
2019-11-04,Argyle,5
2019-11-04,Chambray,88
2019-11-04,Check,6193
2019-11-04,Colour blocking,1368
2019-11-04,Contrast,1429
2019-11-04,Denim,9565
2019-11-04,Dot,928
2019-11-04,Embroidery,1447
2019-11-04,Front print,1494
2019-11-04,Glittering/Metallic,2832
2019-11-04,Jacquard,2424
2019-11-04,Lace,3867
2019-11-04,Melange,20585
2019-11-04,Mesh,140
2019-11-04,Metallic,566
2019-11-04,Mixed solid/pattern,307
2019-11-04,Neps,273
2019-11-04,Other pattern,256
2019-11-04,Other structure,3806
2019-11-04,Placement print,1698
2019-11-04,Sequin,1131
2019-11-04,Slub,53
2019-11-04,Solid,115334
2019-11-04,Stripe,4041
2019-11-04,Transparent,88
2019-11-04,Treatment,876
2019-11-04,Unknown,22
2019-11-11,All over pattern,17616
2019-11-11,Application/3D,3464
2019-11-11,Argyle,4
2019-11-11,Chambray,72
2019-11-11,Check,6069
2019-11-11,Colour blocking,1335
2019-11-11,Contrast,1488
2019-11-11,Denim,9213
2019-11-11,Dot,859
2019-11-11,Embroidery,1763
2019-11-11,Front print,1363
2019-11-11,Glittering/Metallic,3521
2019-11-11,Jacquard,2730
2019-11-11,Lace,4003
2019-11-11,Melange,21237
2019-11-11,Mesh,134
2019-11-11,Metallic,565
2019-11-11,Mixed solid/pattern,355
2019-11-11,Neps,325
2019-11-11,Other pattern,289
2019-11-11,Other structure,3878
2019-11-11,Placement print,1718
2019-11-11,Sequin,1507
2019-11-11,Slub,60
2019-11-11,Solid,119413
2019-11-11,Stripe,3911
2019-11-11,Transparent,88
2019-11-11,Treatment,801
2019-11-11,Unknown,24
2019-11-18,All over pattern,15853
2019-11-18,Application/3D,2930
2019-11-18,Argyle,4
2019-11-18,Chambray,72
2019-11-18,Check,5930
2019-11-18,Colour blocking,1350
2019-11-18,Contrast,1502
2019-11-18,Denim,8576
2019-11-18,Dot,887
2019-11-18,Embroidery,1539
2019-11-18,Front print,1375
2019-11-18,Glittering/Metallic,3752
2019-11-18,Jacquard,2353
2019-11-18,Lace,3844
2019-11-18,Melange,19656
2019-11-18,Mesh,92
2019-11-18,Metallic,601
2019-11-18,Mixed solid/pattern,305
2019-11-18,Neps,324
2019-11-18,Other pattern,293
2019-11-18,Other structure,3329
2019-11-18,Placement print,1651
2019-11-18,Sequin,1559
2019-11-18,Slub,66
2019-11-18,Solid,112678
2019-11-18,Stripe,3480
2019-11-18,Transparent,116
2019-11-18,Treatment,764
2019-11-18,Unknown,21
2019-11-25,All over pattern,38654
2019-11-25,Application/3D,6635
2019-11-25,Argyle,2
2019-11-25,Chambray,187
2019-11-25,Check,14499
2019-11-25,Colour blocking,4281
2019-11-25,Contrast,4362
2019-11-25,Denim,26372
2019-11-25,Dot,2416
2019-11-25,Embroidery,3183
2019-11-25,Front print,4418
2019-11-25,Glittering/Metallic,8013
2019-11-25,Jacquard,6685
2019-11-25,Lace,8781
2019-11-25,Melange,64080
2019-11-25,Mesh,255
2019-11-25,Metallic,1261
2019-11-25,Mixed solid/pattern,825
2019-11-25,Neps,1014
2019-11-25,Other pattern,1097
2019-11-25,Other structure,7062
2019-11-25,Placement print,3321
2019-11-25,Sequin,3012
2019-11-25,Slub,96
2019-11-25,Solid,288480
2019-11-25,Stripe,8770
2019-11-25,Transparent,225
2019-11-25,Treatment,1907
2019-11-25,Unknown,36
2019-12-02,All over pattern,17852
2019-12-02,Application/3D,2178
2019-12-02,Argyle,6
2019-12-02,Chambray,76
2019-12-02,Check,7986
2019-12-02,Colour blocking,1517
2019-12-02,Contrast,2007
2019-12-02,Denim,11261
2019-12-02,Dot,758
2019-12-02,Embroidery,1284
2019-12-02,Front print,1719
2019-12-02,Glittering/Metallic,3623
2019-12-02,Jacquard,3130
2019-12-02,Lace,3477
2019-12-02,Melange,19372
2019-12-02,Mesh,135
2019-12-02,Metallic,570
2019-12-02,Mixed solid/pattern,440
2019-12-02,Neps,452
2019-12-02,Other pattern,330
2019-12-02,Other structure,2808
2019-12-02,Placement print,1645
2019-12-02,Sequin,2627
2019-12-02,Slub,37
2019-12-02,Solid,117893
2019-12-02,Stripe,3185
2019-12-02,Transparent,147
2019-12-02,Treatment,785
2019-12-02,Unknown,21
2019-12-09,All over pattern,19631
2019-12-09,Application/3D,2334
2019-12-09,Argyle,3
2019-12-09,Chambray,129
2019-12-09,Check,7238
2019-12-09,Colour blocking,1431
2019-12-09,Contrast,1461
2019-12-09,Denim,9818
2019-12-09,Dot,871
2019-12-09,Embroidery,1432
2019-12-09,Front print,1640
2019-12-09,Glittering/Metallic,4877
2019-12-09,Jacquard,3307
2019-12-09,Lace,3424
2019-12-09,Melange,16279
2019-12-09,Mesh,197
2019-12-09,Metallic,593
2019-12-09,Mixed solid/pattern,489
2019-12-09,Neps,320
2019-12-09,Other pattern,280
2019-12-09,Other structure,3191
2019-12-09,Placement print,1711
2019-12-09,Sequin,3434
2019-12-09,Slub,40
